Gene,Liver_nTPM,Brain_nTPM
MSTO1,31.1,0
CRB3,31.1,0
ZCCHC9,31.1,0
SLC31A2,31.1,0
UBL7,31.1,0
LMO4,31.1,0
ZCCHC24,31.1,0
AP1G1,31.1,0
BOLA2B,31.1,0
PDCD6IP,31.1,0
FAM136A,31,0
PUS3,31,0
TMEM109,31,0
TIA1,31,0
TUT4,31,0
TEX2,31,0
TRA2B,31,0
BRD4,31,0
UBE2Z,31,0
PATL1,31,0
TMEM167A,31,0
MAMDC4,31,0
LIMK2,31,0
ZBED1,31,0
MTIF2,30.9,0
SNX17,30.9,0
GEMIN7,30.9,0
INPP1,30.9,0
SNF8,30.9,0
WDR72,30.9,0
SPAG9,30.8,0
DUSP16,30.8,0
DUSP10,30.8,0
BOD1,30.8,0
SLX9,30.8,0
ERAP1,30.8,0
FLII,30.8,0
CDC42EP4,30.8,0
PPARA,30.8,0
ALKBH2,30.8,0
TMEM167B,30.8,0
RABEP1,30.7,0
PVR,30.7,0
R3HCC1,30.7,0
NCOA7,30.7,0
FCF1,30.7,0
ERBB2,30.7,0
CCDC25,30.7,0
DIPK1A,30.7,0
SLC35A1,30.7,0
CLPX,30.7,0
SRP68,30.7,0
RBM10,30.7,0
ERO1A,30.7,0
VPS9D1,30.6,0
SLC35A2,30.6,0
ARL2BP,30.6,0
DUSP22,30.6,0
ILF3,30.6,0
FXYD6,30.6,0
DEF8,30.6,0
MRPL9,30.6,0
CIAO1,30.6,0
UBQLN4,30.6,0
MLXIP,30.6,0
E2F4,30.6,0
UBD,30.6,0
TMEM35B,30.6,0
PDCD2,30.5,0
STK24,30.5,0
GTF2B,30.5,0
GTPBP2,30.5,0
NPIPB15,30.5,0
MAFK,30.5,0
ELAC2,30.4,0
CALCA,30.4,0
FBRSL1,30.4,0
PRPF3,30.4,0
IRF8,30.4,0
MARCHF6,30.4,0
ADHFE1,30.4,0
UGCG,30.4,0
YTHDF1,30.4,0
ATP2B2,30.4,0
WDR82,30.4,0
ASMTL,30.4,0
B4GALT7,30.3,0
GTF2F1,30.3,0
RANBP10,30.3,0
UBP1,30.3,0
SLC35B2,30.3,0
ZNF146,30.3,0
VASN,30.3,0
RNPEP,30.3,0
PTGR3,30.3,0
POLDIP3,30.2,0
GRB10,30.2,0
PLPP5,30.2,0
PGAP2,30.2,0
HDGFL2,30.2,0
PKM,30.1,0
HAUS4,30.1,0
CREB3,30.1,0
CPEB3,30.1,0
PWP1,30.1,0
LURAP1L,30.1,0
CNOT11,30.1,0
MICU2,30.1,0
SLC25A30,30.1,0
CA5A,30.1,0
STIMATE,30.1,0
DNAJC25,30,0
DGCR2,30,0
KCNN2,30,0
CHCHD3,30,0
SCPEP1,30,0
ARMC5,30,0
CGN,30,0
DTX3L,30,0
SDHAF3,30,0
ADSL,30,0
FOSL2,29.9,0
NUBP1,29.9,0
DTX4,29.9,0
GPN3,29.9,0
IRF6,29.9,0
ZFYVE27,29.9,0
STMP1,29.9,0
CDHR2,29.8,0
TIMM9,29.8,0
ARHGAP5,29.8,0
CSNK2A1,29.8,0
BET1,29.8,0
PPP6R3,29.8,0
KPNA1,29.8,0
AKTIP,29.8,0
KIF5B,29.8,0
SLC22A25,29.8,0
NAGA,29.8,0
IGKV1-5,29.8,0
UNG,29.7,0
UBA5,29.7,0
PBDC1,29.7,0
RPA2,29.7,0
MRPS9,29.7,0
TNIP2,29.7,0
RGS14,29.7,0
LAMB2,29.7,0
DGCR6,29.7,0
IGLV1-47,29.7,0
NUP62,29.7,0
DGUOK,29.6,0
WDR74,29.6,0
GNL2,29.6,0
MAPK8IP3,29.6,0
DCAF5,29.6,0
TNKS1BP1,29.6,0
NUS1,29.6,0
UBE2Q1,29.6,0
RBM33,29.6,0
TBC1D3L,29.6,0
FBXL15,29.5,0
CHD4,29.5,0
NGDN,29.5,0
YIPF5,29.5,0
CETN2,29.5,0
GPAT4,29.5,0
SLC50A1,29.5,0
FBXL3,29.4,0
DCUN1D1,29.4,0
GMDS,29.4,0
PLEKHG3,29.4,0
TRPM8,29.4,0
PBX2,29.4,0
CD24,29.4,0
PARP3,29.3,0
PCM1,29.3,0
RRN3,29.3,0
CAMKK2,29.3,0
NT5C,29.3,0
ANGPTL6,29.3,0
EIF2D,29.3,0
RPUSD3,29.3,0
S1PR1,29.3,0
ABCF1,29.3,0
TRIQK,29.3,0
NELFCD,29.2,0
KCTD20,29.2,0
HECTD3,29.2,0
UBE2D2,29.2,0
AKIRIN2,29.2,0
REPS1,29.2,0
MTA2,29.2,0
VBP1,29.2,0
BCAR1,29.1,0
ARHGEF1,29.1,0
PXN,29.1,0
KAT8,29.1,0
CERT1,29.1,0
DENND10,29.1,0
UBA3,29.1,0
PLK2,29.1,0
OMA1,29.1,0
CAVIN2,29.1,0
PNPLA3,29,0
CCNY,29,0
PDHX,29,0
ACVR1B,29,0
MSRB2,29,0
SHKBP1,29,0
DHRSX,29,0
CLK3,29,0
ENPP1,29,0
MICA,29,0
CHMP1B,29,0
ZNF638,28.9,0
BAX,28.9,0
USB1,28.9,0
FNBP4,28.9,0
GNPAT,28.9,0
TUBA4A,28.9,0
PTPN12,28.9,0
MDM2,28.9,0
FBRS,28.9,0
NCK1,28.9,0
ZNF24,28.9,0
MAFB,28.9,0
CD44,28.8,0
FOXN3,28.8,0
PHF5A,28.8,0
HTATSF1,28.8,0
YJU2B,28.8,0
GOSR1,28.8,0
NAT9,28.8,0
PRRC2C,28.8,0
CSE1L,28.8,0
KHDC4,28.8,0
MRPL10,28.8,0
RAB4A,28.8,0
VARS1,28.8,0
IGKJ5,28.8,0
GRPEL1,28.7,0
MOB1A,28.7,0
LPIN3,28.7,0
SCO1,28.7,0
USP16,28.7,0
PBXIP1,28.7,0
DAPK3,28.7,0
ZDHHC16,28.7,0
MAFF,28.7,0
PCGF3,28.7,0
NPIPB4,28.7,0
ZFP91,28.7,0
IRF9,28.7,0
URGCP,28.6,0
ACOT13,28.6,0
MTERF2,28.6,0
TBC1D15,28.6,0
AKAP12,28.6,0
PPHLN1,28.6,0
VPS26B,28.6,0
EFCAB14,28.6,0
RBBP4,28.6,0
BRD7,28.6,0
ATG9A,28.6,0
INAFM1,28.6,0
PRSS2,28.6,0
GCFC2,28.5,0
PKP2,28.5,0
POFUT1,28.5,0
PDAP1,28.5,0
EIF2B1,28.5,0
FBXO25,28.5,0
SEC16A,28.5,0
BACH1,28.5,0
GOLGA2,28.5,0
TAPT1,28.5,0
C6orf136,28.5,0
ENSG00000283149,28.5,0
ADNP,28.4,0
MAPRE1,28.4,0
URI1,28.4,0
VPS26A,28.4,0
MPHOSPH10,28.4,0
ZRANB2,28.4,0
KIAA0319L,28.4,0
ACKR3,28.4,0
LZIC,28.4,0
COMTD1,28.4,0
BRMS1,28.4,0
ADSS1,28.4,0
NBPF15,28.4,0
HGF,28.3,0
PRPF6,28.3,0
C19orf25,28.3,0
TRIM25,28.3,0
KLC1,28.3,0
ARRDC4,28.3,0
ZDHHC7,28.3,0
EXOC7,28.3,0
PGM3,28.2,0
ACP5,28.2,0
GSK3A,28.2,0
CUTC,28.2,0
SNRPB2,28.2,0
ABHD8,28.2,0
HAT1,28.2,0
HDHD2,28.2,0
PTK2,28.2,0
CLK2,28.2,0
DMAP1,28.2,0
MXRA7,28.2,0
PAFAH1B1,28.1,0
POLR2B,28.1,0
TGDS,28.1,0
NCBP2,28.1,0
DNAJB12,28.1,0
SLC25A46,28.1,0
ZNF524,28.1,0
PDE8A,28,0
QTRT1,28,0
PCDHGC3,28,0
POGZ,27.9,0
SUSD3,27.9,0
ARL5B,27.9,0
TM2D2,27.9,0
NDUFA4L2,27.9,0
TBC1D8,27.9,0
CNOT3,27.8,0
HIPK3,27.8,0
WASHC4,27.8,0
NUMA1,27.8,0
FAM168B,27.8,0
BOLA2,27.8,0
SCAMP4,27.8,0
UFL1,27.7,0
PLEK2,27.7,0
HOOK1,27.7,0
LRRC8A,27.7,0
POLR1E,27.7,0
RMND1,27.7,0
STEAP1,27.7,0
ASXL1,27.7,0
ATAD3A,27.7,0
MAP3K13,27.6,0
C1orf54,27.6,0
RNF146,27.6,0
FBH1,27.6,0
CCDC90B,27.6,0
RMND5B,27.6,0
VPS26C,27.6,0
DMTN,27.6,0
ZFPL1,27.6,0
NR1D2,27.6,0
AGTRAP,27.6,0
TSC22D2,27.6,0
COX20,27.6,0
IGKV2-30,27.6,0
IGBP1,27.5,0
CTNNAL1,27.5,0
UBE2G1,27.5,0
CAMK2D,27.5,0
MFSD14A,27.5,0
MEAF6,27.5,0
SYAP1,27.5,0
FEZ2,27.5,0
C11orf68,27.5,0
TOB2,27.5,0
THAP3,27.4,0
PTPN3,27.4,0
CABIN1,27.4,0
ABHD12,27.4,0
CEP70,27.4,0
TTPAL,27.4,0
COG3,27.4,0
FN3KRP,27.4,0
SNRNP200,27.4,0
LSM12,27.4,0
TM2D1,27.4,0
NECTIN3,27.4,0
ALYREF,27.4,0
SOWAHC,27.4,0
ZNF770,27.4,0
TCAF1,27.4,0
PGAM5,27.4,0
NOTCH2NLA,27.4,0
ERP44,27.3,0
BIRC3,27.3,0
SCAP,27.3,0
SUN1,27.3,0
LDB1,27.3,0
LSM2,27.3,0
F8A1,27.3,0
PRSS8,27.2,0
ERBIN,27.2,0
DYNC1LI2,27.2,0
COPS3,27.2,0
TRAPPC12,27.2,0
SNX33,27.2,0
SAMD4B,27.2,0
SECISBP2,27.2,0
BLOC1S2,27.2,0
FDX2,27.2,0
C20orf27,27.1,0
FMR1,27.1,0
RMDN2,27.1,0
ZNF410,27.1,0
EMP3,27.1,0
DPT,27.1,0
ANP32E,27.1,0
OSBPL11,27.1,0
SRD5A1,27.1,0
FLCN,27.1,0
FAM204A,27.1,0
PSMG4,27.1,0
CDC42BPB,27.1,0
XAB2,27,0
TNPO1,27,0
MRPS31,27,0
DCUN1D4,27,0
NFYB,27,0
FYTTD1,27,0
SNX14,27,0
MBIP,27,0
CXCL10,27,0
SCML1,26.9,0
TMX4,26.9,0
TMOD1,26.9,0
METTL25B,26.9,0
SLC30A5,26.9,0
S100A12,26.9,0
EXOSC1,26.9,0
CCDC69,26.9,0
RORA,26.8,0
SLC46A1,26.8,0
PEX6,26.8,0
PTPRA,26.8,0
SCYL2,26.8,0
SUCLA2,26.8,0
ECPAS,26.8,0
IQSEC1,26.8,0
CYB5D2,26.8,0
KAT5,26.8,0
HLA-F,26.8,0
ROGDI,26.7,0
FNDC3B,26.7,0
PITPNM2,26.7,0
PIN4,26.7,0
DDX49,26.7,0
RPAIN,26.7,0
FRRS1,26.7,0
BABAM2,26.7,0
NOL7,26.7,0
CAD,26.6,0
TOMM22,26.6,0
PRMT5,26.6,0
UQCC1,26.6,0
SRSF11,26.6,0
VPS4B,26.6,0
HS3ST3B1,26.6,0
ENPP2,26.6,0
LDLRAP1,26.6,0
SUGCT,26.6,0
AMY2B,26.6,0
CDK11B,26.6,0
CDK11A,26.5,0
NCAPH2,26.5,0
SELENOO,26.5,0
ACLY,26.5,0
PPP2R2A,26.5,0
CCL5,26.5,0
NSFL1C,26.4,0
INTS6,26.4,0
HINT3,26.4,0
CAMLG,26.4,0
ENHO,26.4,0
SOCS6,26.4,0
ASB8,26.4,0
CEP43,26.4,0
PEX11B,26.3,0
ILKAP,26.3,0
NUDT2,26.3,0
ISG20,26.3,0
IGLV1-40,26.3,0
NPIPA7,26.3,0
CEBPZOS,26.3,0
SLC2A3,26.2,0
RBFA,26.2,0
VAC14,26.2,0
CAPS,26.2,0
TMEM160,26.2,0
WDR33,26.2,0
USP8,26.2,0
MVB12A,26.2,0
NAE1,26.2,0
NCOR2,26.2,0
PSMD12,26.2,0
SENP6,26.1,0
PHF3,26.1,0
RBBP6,26.1,0
EPRS1,26.1,0
ADD3,26.1,0
ELMO1,26.1,0
SETD5,26.1,0
FILIP1L,26.1,0
PTPN2,26.1,0
SCRIB,26.1,0
DEFA3,26.1,0
IGSF9,26,0
RHOU,26,0
AKAP9,26,0
RBM39,26,0
SPRY2,26,0
CFAP410,26,0
ARHGEF40,26,0
CD2BP2,26,0
CIAPIN1,25.9,0
SLC66A1,25.9,0
NFX1,25.9,0
FRG1,25.9,0
ST3GAL4,25.9,0
FGFR1OP2,25.9,0
TUSC2,25.9,0
CACYBP,25.9,0
AFG3L2,25.9,0
PLEKHA6,25.9,0
VPS37A,25.9,0
URM1,25.9,0
GRAMD1C,25.9,0
CAPN12,25.9,0
CD55,25.9,0
IL27,25.9,0
PGA4,25.9,0
TRMT11,25.8,0
CRKL,25.8,0
SF3A1,25.8,0
UBE4A,25.8,0
DENR,25.8,0
FITM1,25.8,0
SLC27A3,25.8,0
IFI16,25.8,0
POLL,25.8,0
ZNG1A,25.8,0
DAPK1,25.8,0
ZNG1C,25.8,0
PRSS1,25.8,0
IGHJ5,25.8,0
TMEM98,25.7,0
RAI14,25.7,0
FSTL3,25.7,0
WAC,25.7,0
PLEK,25.7,0
UBAC2,25.7,0
KYAT3,25.7,0
CIR1,25.7,0
MBTPS1,25.7,0
SUMF1,25.7,0
ATP6V1C1,25.7,0
CSF1R,25.7,0
RUFY3,25.6,0
BCLAF1,25.6,0
RNF4,25.6,0
NEDD4,25.6,0
NFKB2,25.6,0
DHRS2,25.6,0
EMC9,25.6,0
CAND1,25.6,0
GLT1D1,25.6,0
HGSNAT,25.6,0
ACYP2,25.6,0
SF3A3,25.6,0
MED29,25.5,0
PHRF1,25.5,0
PLIN3,25.5,0
FASTKD2,25.5,0
PLS1,25.5,0
LGALS3,25.5,0
DUSP5,25.5,0
LYPLAL1,25.5,0
NSA2,25.5,0
DENND2B,25.5,0
MAPK1IP1L,25.5,0
NUDT6,25.5,0
MCRS1,25.5,0
RPE,25.5,0
ACOT8,25.4,0
TXNDC9,25.4,0
TPGS2,25.4,0
ZNF76,25.3,0
HDAC6,25.3,0
NECAB2,25.3,0
NKG7,25.3,0
ING4,25.3,0
CEBPZ,25.3,0
TRIP10,25.3,0
UTP3,25.3,0
DDB2,25.3,0
DUS3L,25.3,0
PDSS2,25.3,0
NOL6,25.3,0
ELOA,25.2,0
CHERP,25.2,0
HECTD1,25.2,0
PEX11G,25.2,0
SLAIN2,25.2,0
HNRNPR,25.2,0
IMPA1,25.2,0
ABI1,25.2,0
DHX38,25.2,0
ANAPC16,25.2,0
TRAPPC4,25.2,0
UBE2J1,25.2,0
BLOC1S6,25.1,0
THOC2,25.1,0
SCAF1,25.1,0
DNAJC8,25.1,0
PAK4,25.1,0
FES,25.1,0
CMC4,25.1,0
HAPSTR1,25.1,0
NPW,25.1,0
DERL2,25,0
NKTR,25,0
TCTN3,25,0
LPIN1,25,0
TADA1,25,0
PRRC1,25,0
SLC39A13,25,0
FAM91A1,25,0
SFXN4,25,0
STYX,25,0
ABHD14A,25,0
PHF23,24.9,0
SH3BP2,24.9,0
CAV1,24.9,0
PPFIBP1,24.9,0
DCTN4,24.9,0
RNF149,24.9,0
USP32,24.9,0
SLC35E2B,24.9,0
IGLV6-57,24.9,0
ATXN7L3,24.8,0
DHRS7B,24.8,0
G6PC3,24.8,0
SLC25A37,24.8,0
PIP4P1,24.8,0
RANBP9,24.7,0
EMD,24.7,0
NOP2,24.7,0
NIT2,24.7,0
DHX30,24.7,0
AUH,24.7,0
GPER1,24.7,0
ZNF672,24.7,0
ZDHHC6,24.6,0
LCP2,24.6,0
PPIE,24.6,0
GNA11,24.6,0
PRPF38B,24.6,0
TAP1,24.6,0
GREM2,24.6,0
MACO1,24.6,0
NCBP2AS2,24.6,0
LLGL2,24.5,0
PTPMT1,24.5,0
TJAP1,24.5,0
SMYD2,24.5,0
SH3GLB2,24.5,0
DNAJC21,24.5,0
ABHD15,24.5,0
UBE2V2,24.5,0
CHCHD7,24.5,0
ARV1,24.5,0
ZMAT5,24.4,0
PRPS2,24.4,0
SEPSECS,24.4,0
ACAD8,24.4,0
CYRIB,24.4,0
RNF139,24.4,0
IGLV2-23,24.4,0
TRIM26,24.4,0
MARCKS,24.4,0
MEF2A,24.3,0
TSNAX,24.3,0
AFTPH,24.3,0
MKKS,24.3,0
TMEM177,24.3,0
PI4KA,24.3,0
CYFIP1,24.3,0
DLG1,24.2,0
ABHD4,24.2,0
PPAN,24.2,0
PUM1,24.2,0
ABCF3,24.2,0
NHLRC3,24.2,0
GMFB,24.2,0
ITSN2,24.2,0
NELFE,24.2,0
RASSF1,24.1,0
BRD8,24.1,0
B4GALT5,24.1,0
MAF,24.1,0
BRWD1,24.1,0
MED24,24,0
STAU2,24,0
WFDC2,24,0
PPP6R1,24,0
GIGYF1,24,0
IMMP2L,24,0
DAXX,24,0
ARL16,24,0
PFN2,23.9,0
SLC11A2,23.9,0
EEPD1,23.9,0
PKN1,23.9,0
UBAC1,23.9,0
TMEM94,23.9,0
BOLA1,23.9,0
RFC1,23.8,0
MUL1,23.8,0
GID8,23.8,0
UTP6,23.8,0
DPH1,23.8,0
TMEM45B,23.8,0
SNRK,23.8,0
TENT2,23.8,0
DPAGT1,23.8,0
MUSTN1,23.8,0
GDE1,23.7,0
PNKP,23.7,0
TBC1D1,23.7,0
CDC25B,23.7,0
SEC14L1,23.7,0
TARS2,23.7,0
CSNK1G3,23.7,0
MMS19,23.7,0
COX7A1,23.7,0
KCNK5,23.7,0
TMEM42,23.7,0
ARMC10,23.7,0
ODF3B,23.7,0
RALGAPA2,23.7,0
RABL6,23.7,0
EIF1AY,23.7,0
NTHL1,23.6,0
POLR1H,23.6,0
CAMSAP3,23.6,0
RBBP9,23.6,0
USP14,23.6,0
PHKB,23.6,0
CLDN15,23.6,0
NPDC1,23.6,0
NSMCE4A,23.6,0
FAM20A,23.6,0
AMPD2,23.6,0
FAM98A,23.6,0
TIMM8A,23.6,0
LRRC61,23.6,0
CTIF,23.6,0
TBCD,23.6,0
MOGAT2,23.6,0
TRMT10C,23.6,0
SMIM29,23.6,0
EOLA1,23.6,0
CTR9,23.6,0
ZRANB1,23.5,0
MAP2K7,23.5,0
MAP3K20,23.5,0
DIDO1,23.5,0
TMEM245,23.5,0
PALLD,23.5,0
LTV1,23.5,0
FLNB,23.5,0
FOXP4,23.5,0
NOB1,23.5,0
TATDN1,23.5,0
TMEM70,23.5,0
MAGEF1,23.5,0
LMNTD2,23.5,0
CPT1B,23.5,0
RANBP3,23.4,0
TMEM101,23.4,0
CCDC9,23.4,0
FZR1,23.4,0
STK38,23.4,0
PHF1,23.4,0
PPP6C,23.4,0
SESN2,23.4,0
DGLUCY,23.4,0
SNX12,23.4,0
AOPEP,23.4,0
EXT2,23.4,0
FANCC,23.4,0
PEX13,23.4,0
STAT5B,23.4,0
USP7,23.4,0
NKIRAS1,23.4,0
ENSG00000273748,23.4,0
MSR1,23.3,0
PER3,23.3,0
ZFR,23.3,0
EXOSC5,23.3,0
PARP4,23.3,0
RGCC,23.3,0
ZPR1,23.3,0
STXBP3,23.3,0
ELK1,23.3,0
USP15,23.3,0
TCF12,23.3,0
HMG20A,23.3,0
SNAP47,23.3,0
IFNAR2,23.3,0
BPNT1,23.3,0
ELP6,23.3,0
RESF1,23.3,0
EVI2B,23.3,0
FAM229B,23.3,0
NRAS,23.3,0
IGHV3-30,23.3,0
ATP1B3,23.2,0
PRORP,23.2,0
RAB9A,23.2,0
RFTN1,23.2,0
SMARCC2,23.2,0
TMEM47,23.2,0
DRAM2,23.2,0
DEDD,23.2,0
AFF1,23.2,0
LSG1,23.1,0
USP48,23.1,0
TRPM7,23.1,0
GPR89A,23.1,0
LARS1,23.1,0
FXYD2,23.1,0
SAMD1,23.1,0
METTL21A,23.1,0
ADGRG7,23.1,0
U2SURP,23.1,0
DOLPP1,23.1,0
NPAS2,23.1,0
SPATA13,23.1,0
C6orf120,23.1,0
BACE1,23.1,0
SPTLC1,23,0
PIGH,23,0
BLTP3B,23,0
HEMK1,23,0
EIF2B4,23,0
WDR77,23,0
SNRNP27,23,0
TMEM19,23,0
MRRF,23,0
RNF166,23,0
SGPL1,23,0
TMEM135,23,0
CMC1,23,0
CALHM6,23,0
GM2A,23,0
GPN1,23,0
SS18L2,22.9,0
MAN2B2,22.9,0
EIF2B3,22.9,0
AKAP7,22.9,0
TUBG1,22.9,0
MATN2,22.9,0
FBXO11,22.9,0
COMMD10,22.9,0
TUT1,22.9,0
MMAA,22.9,0
AUTS2,22.9,0
ZC3H12A,22.9,0
C9orf64,22.9,0
RAB4B,22.9,0
RPH3AL,22.9,0
SFT2D1,22.9,0
SYS1,22.9,0
IGSF23,22.9,0
PEX3,22.8,0
ADSS2,22.8,0
HSF4,22.8,0
KDM5C,22.8,0
PCID2,22.8,0
RERE,22.8,0
LSM14B,22.8,0
GRAMD2B,22.8,0
SLU7,22.8,0
AQP7,22.8,0
HCFC1,22.8,0
TRAPPC6B,22.8,0
NFKBIL1,22.8,0
AARSD1,22.8,0
EEF1AKMT4,22.8,0
ALDH18A1,22.7,0
FGFR2,22.7,0
MOGS,22.7,0
LRRC42,22.7,0
TAF12,22.7,0
STEAP4,22.7,0
TMEM183A,22.7,0
CYBB,22.7,0
MTMR10,22.7,0
ACBD3,22.7,0
ARL2,22.7,0
VPS52,22.7,0
TWF2,22.7,0
COA8,22.7,0
STRADA,22.7,0
SPATA20,22.6,0
BAZ1B,22.6,0
VCL,22.6,0
CHAC1,22.6,0
MED9,22.6,0
CCZ1B,22.6,0
XPC,22.6,0
VOPP1,22.6,0
CCDC117,22.6,0
RAMAC,22.6,0
IGLV2-8,22.6,0
ACACA,22.6,0
ARMCX3,22.5,0
NDUFC1,22.5,0
LIN7C,22.5,0
DTYMK,22.5,0
LYSMD3,22.5,0
CDH5,22.5,0
IFIT1,22.5,0
SHPK,22.5,0
TSN,22.5,0
CBY1,22.4,0
CIAO3,22.4,0
NUFIP2,22.4,0
NUP88,22.4,0
UFSP2,22.4,0
CSF3R,22.4,0
RAMP3,22.4,0
SMO,22.4,0
CLN6,22.4,0
ARHGAP17,22.4,0
C11orf52,22.4,0
METAP1,22.4,0
INTS1,22.4,0
RNF26,22.4,0
ANKLE2,22.4,0
NPEPL1,22.4,0
UPP2,22.3,0
STRN4,22.3,0
ANGPTL1,22.3,0
CAAP1,22.3,0
ZNF639,22.3,0
CC2D1A,22.3,0
MED10,22.3,0
REXO4,22.3,0
TMEM25,22.3,0
TMEM41B,22.3,0
PAFAH1B2,22.3,0
SPG7,22.3,0
MAN2B1,22.2,0
SH3PXD2A,22.2,0
TNFAIP3,22.2,0
ASH2L,22.2,0
MEN1,22.2,0
NCOA2,22.2,0
MPPE1,22.2,0
RAC3,22.2,0
GFPT1,22.2,0
NGFR,22.1,0
LRRC40,22.1,0
MTG2,22.1,0
MPV17,22.1,0
NABP2,22.1,0
PRR14,22.1,0
CFAP298,22.1,0
ZBTB38,22.1,0
MRPS23,22.1,0
SPTAN1,22.1,0
INF2,22.1,0
MYL5,22.1,0
NUP50,22,0
TAFAZZIN,22,0
TRADD,22,0
BFAR,22,0
LANCL1,22,0
ADPRS,22,0
FBXL12,22,0
AAR2,22,0
FBXO21,22,0
SIRT3,22,0
MTERF3,22,0
TAB3,22,0
CNST,22,0
ZNF692,22,0
LRRC8D,22,0
SULT1B1,22,0
UBA7,22,0
FAAP100,22,0
BTN3A2,22,0
MPPED1,22,0
QRICH1,22,0
CNGA1,22,0
INMT,22,0
MNAT1,21.9,0
GRAMD1A,21.9,0
TINF2,21.9,0
RBFOX2,21.9,0
KPNA3,21.9,0
FHL2,21.9,0
HERPUD2,21.9,0
NUP153,21.9,0
COMMD5,21.9,0
TNRC18,21.9,0
BBIP1,21.9,0
HMBS,21.9,0
COX15,21.8,0
JOSD1,21.8,0
ALG13,21.8,0
SHOC2,21.8,0
CHMP3,21.8,0
WLS,21.8,0
SLC35B3,21.8,0
SYMPK,21.8,0
MTRES1,21.8,0
THUMPD3,21.8,0
PLBD2,21.8,0
ZDHHC3,21.8,0
USP47,21.8,0
GIMAP5,21.8,0
TRPV1,21.8,0
UBE3C,21.7,0
MCAT,21.7,0
GSKIP,21.7,0
ARMC1,21.7,0
BRAT1,21.7,0
KLHDC10,21.7,0
NARS2,21.7,0
SELENOI,21.7,0
LPAR6,21.7,0
SURF2,21.7,0
MPZL2,21.7,0
ZER1,21.7,0
TAF6L,21.7,0
TMEM223,21.7,0
ZEB2,21.7,0
CAVIN1,21.7,0
DCAF12,21.7,0
SMN2,21.7,0
CUX1,21.7,0
TFE3,21.6,0
WBP11,21.6,0
USP5,21.6,0
RPF1,21.6,0
XPNPEP2,21.6,0
TRIM24,21.6,0
MXD4,21.6,0
EMG1,21.6,0
TACC1,21.6,0
ITGB2,21.6,0
BMERB1,21.6,0
TBL1XR1,21.6,0
MRTO4,21.5,0
ALKBH5,21.5,0
TRIM14,21.5,0
EHD1,21.5,0
BCL2L2,21.5,0
FOXA1,21.5,0
ACAP3,21.5,0
SDF2,21.5,0
IREB2,21.5,0
ZCCHC14,21.5,0
TINAGL1,21.5,0
SOX13,21.5,0
WDR43,21.5,0
HCCS,21.4,0
EPS15,21.4,0
CCND3,21.4,0
PPIL4,21.4,0
B4GALT3,21.4,0
PPP1R16A,21.4,0
SYT12,21.4,0
NIF3L1,21.4,0
VKORC1L1,21.4,0
MPZL1,21.4,0
HMGN5,21.4,0
PRRC2A,21.4,0
ARPIN-AP3S2,21.4,0
TAF11,21.3,0
TIMM21,21.3,0
MARK3,21.3,0
POMGNT1,21.3,0
CHORDC1,21.3,0
KDSR,21.3,0
NAT10,21.3,0
TRIM4,21.3,0
NKIRAS2,21.3,0
SLC23A1,21.3,0
COA5,21.3,0
AGAP6,21.3,0
PISD,21.3,0
UPK3BL2,21.3,0
TBC1D23,21.2,0
PSEN1,21.2,0
TFAM,21.2,0
INTS12,21.2,0
FZD5,21.2,0
KIFC2,21.2,0
MRPS11,21.2,0
NPIPA5,21.2,0
FAM83G,21.2,0
WAPL,21.1,0
PPP4R3A,21.1,0
RAPGEF1,21.1,0
ACAD10,21.1,0
TENT4A,21.1,0
RRP8,21.1,0
EEFSEC,21.1,0
PRRG4,21.1,0
SIK2,21.1,0
MRPL11,21.1,0
PAAF1,21.1,0
TMEM11,21.1,0
DDX41,21.1,0
GTF2H4,21.1,0
H2AC18,21.1,0
CDC27,21,0
TOP2B,21,0
SUPT16H,21,0
CLCN7,21,0
BCAT2,21,0
GYPC,21,0
NGLY1,21,0
LAD1,21,0
METTL17,21,0
ISCA2,21,0
SPRYD3,21,0
TMEM80,21,0
DCTPP1,21,0
CARD16,21,0
TMEM250,21,0
SHANK3,21,0
AATF,21,0
UTP18,20.9,0
SEH1L,20.9,0
HIRA,20.9,0
STAG2,20.9,0
NUP85,20.9,0
MBOAT7,20.9,0
ZNF317,20.9,0
PHF11,20.9,0
CASP1,20.9,0
RTCA,20.9,0
INTS14,20.9,0
PPIP5K2,20.9,0
ARL5A,20.9,0
SKA2,20.9,0
EXOC3L4,20.9,0
RNF208,20.9,0
TREX1,20.9,0
HEPN1,20.9,0
PECAM1,20.9,0
IBTK,20.8,0
AIFM2,20.8,0
GATB,20.8,0
REXO1,20.8,0
HSCB,20.8,0
TRMT1,20.8,0
PLEKHM2,20.8,0
THOC6,20.8,0
SDC3,20.8,0
RYK,20.8,0
PRPF18,20.8,0
LEO1,20.8,0
NAB2,20.8,0
AKAP13,20.8,0
MRPL48,20.8,0
C11orf71,20.8,0
MRPS17,20.8,0
C1orf226,20.8,0
TNPO3,20.7,0
GTF3C1,20.7,0
TRIOBP,20.7,0
MYOM1,20.7,0
MED13,20.7,0
ZNF384,20.7,0
CMTR1,20.7,0
MYO7A,20.7,0
MYG1,20.7,0
CBLC,20.7,0
INTS15,20.7,0
PARD3,20.7,0
SAP30BP,20.7,0
MRM3,20.7,0
ZNF622,20.7,0
ZG16,20.7,0
