GeneSymbol_Mouse,GeneSymbol_Human,Source,Daneman_Filter,In_Walchli_EC,In_Yang_EC,In_Winkler_EC,Human_BBB_Datasets_N
Dixdc1,DIXDC1,Both,liver_only,TRUE,FALSE,FALSE,1
Dll1,DLL1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Dll4,DLL4,Daneman,lung_only,TRUE,FALSE,TRUE,2
Dmd,DMD,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Dmxl2,DMXL2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Dnaja4,DNAJA4,Daneman,liver_only,TRUE,FALSE,FALSE,1
Dnajb1,DNAJB1,Daneman,liver_only,TRUE,FALSE,TRUE,2
Dnajc14,DNAJC14,Munji,NA,TRUE,FALSE,FALSE,1
Dnmt3b,DNMT3B,Daneman,lung_only,TRUE,FALSE,FALSE,1
Dock10,DOCK10,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Dock11,DOCK11,Daneman,lung_only,TRUE,FALSE,FALSE,1
Dok4,DOK4,Daneman,lung_only,TRUE,FALSE,FALSE,1
Dsp,DSP,Daneman,liver_only,TRUE,FALSE,FALSE,1
Dusp2,DUSP2,Daneman,lung_only,TRUE,FALSE,TRUE,2
Dusp4,DUSP4,Daneman,lung_only,TRUE,FALSE,FALSE,1
Dusp6,DUSP6,Munji,NA,TRUE,FALSE,FALSE,1
Dut,DUT,Daneman,lung_only,TRUE,FALSE,FALSE,1
Dvl1,DVL1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Dvl3,DVL3,Munji,NA,TRUE,FALSE,FALSE,1
Dyrk2,DYRK2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Dysf,DYSF,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ebf1,EBF1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Edn1,EDN1,Daneman,liver_only,TRUE,FALSE,TRUE,2
Edn3,EDN3,Munji,NA,TRUE,FALSE,TRUE,2
Ednra,EDNRA,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Eef2,EEF2,Daneman,lung_only,TRUE,FALSE,TRUE,2
Efhc2,EFHC2,Munji,NA,TRUE,FALSE,FALSE,1
Efhd2,EFHD2,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Efnb1,EFNB1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Efr3b,EFR3B,Munji,NA,TRUE,FALSE,FALSE,1
Eftud2,EFTUD2,Munji,NA,TRUE,FALSE,FALSE,1
Egfl8,EGFL8,Daneman,lung_only,TRUE,FALSE,TRUE,2
Egr3,EGR3,Munji,NA,TRUE,FALSE,TRUE,2
Eif2b2,EIF2B2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Eif2s2,EIF2S2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Eif4a1,EIF4A1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Eif4e2,EIF4E2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Eif5,EIF5,Daneman,liver_only,TRUE,FALSE,FALSE,1
Eif5a,EIF5A,Daneman,lung_only,TRUE,FALSE,FALSE,1
Elavl1,ELAVL1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Elovl6,ELOVL6,Daneman,lung_only,TRUE,FALSE,FALSE,1
Elovl7,ELOVL7,Both,liver_only,TRUE,FALSE,TRUE,2
Eltd1,ELTD1,Daneman,liver_only,FALSE,FALSE,FALSE,0
Eml2,EML2,Munji,NA,TRUE,FALSE,FALSE,1
Emp2,EMP2,Daneman,liver_only,TRUE,FALSE,TRUE,2
Enc1,ENC1,Munji,NA,TRUE,FALSE,FALSE,1
Enpep,ENPEP,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Enpp4,ENPP4,Daneman,liver_only,TRUE,FALSE,FALSE,1
Eny2,ENY2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Epb4.1l2,EPB41L2,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Epc1,EPC1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Epc2,EPC2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Epha4,EPHA4,Daneman,liver_only,TRUE,FALSE,TRUE,2
Ephx1,EPHX1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Eps8,EPS8,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Eps8l2,EPS8L2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Erg,ERG,Munji,NA,TRUE,FALSE,TRUE,2
Erh,ERH,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ern1,ERN1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Ero1lb,ERO1LB,Daneman,liver_only,FALSE,FALSE,FALSE,0
Erp29,ERP29,Daneman,lung_only,TRUE,FALSE,FALSE,1
Esco1,ESCO1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Esm1,ESM1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Esyt2,ESYT2,Munji,NA,TRUE,FALSE,TRUE,2
Etf1,ETF1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Etv1,ETV1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Evl,EVL,Daneman,lung_only,TRUE,FALSE,FALSE,1
Evpl,EVPL,Munji,NA,TRUE,FALSE,FALSE,1
Exoc8,EXOC8,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Ext1,EXT1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Extl3,EXTL3,Munji,NA,TRUE,FALSE,FALSE,1
Ezh1,EZH1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Ezh2,EZH2,Daneman,lung_only,TRUE,FALSE,FALSE,1
F2r,F2R,Daneman,lung_only,TRUE,FALSE,FALSE,1
F5,F5,Munji,NA,TRUE,FALSE,FALSE,1
Fabp5,FABP5,Daneman,lung_only,TRUE,FALSE,FALSE,1
Fabp7,FABP7,Daneman,lung_only,TRUE,FALSE,FALSE,1
Fads1,FADS1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Fads2,FADS2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Fads3,FADS3,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Faim,FAIM,Munji,NA,TRUE,FALSE,FALSE,1
Grrp1,FAM110D,Daneman,liver_only,TRUE,FALSE,FALSE,1
Fam118a,FAM118A,Munji,NA,TRUE,FALSE,FALSE,1
Fam129b,FAM129B,Munji,NA,TRUE,FALSE,FALSE,1
Fam134c,FAM134C,Munji,NA,FALSE,FALSE,FALSE,0
Fam13c,FAM13C,Munji,NA,TRUE,FALSE,TRUE,2
Fam63a,FAM63A,Munji,NA,FALSE,FALSE,FALSE,0
Fam71a,FAM71A,Munji,NA,TRUE,FALSE,FALSE,1
Far2,FAR2,Munji,NA,TRUE,FALSE,FALSE,1
Farp2,FARP2,Munji,NA,TRUE,FALSE,FALSE,1
Fars2,FARS2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Fbln1,FBLN1,Daneman,lung_only,TRUE,FALSE,TRUE,2
Fbln5,FBLN5,Daneman,lung_only,TRUE,FALSE,TRUE,2
Fbxl18,FBXL18,Munji,NA,TRUE,FALSE,FALSE,1
Fbxo22,FBXO22,Daneman,liver_only,TRUE,FALSE,FALSE,1
Fbxo7,FBXO7,Daneman,liver_only,TRUE,FALSE,FALSE,1
Fcho2,FCHO2,Daneman,liver_only,TRUE,FALSE,TRUE,2
Fdft1,FDFT1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Fgf13,FGF13,Munji,NA,TRUE,FALSE,FALSE,1
Fgfr3,FGFR3,Daneman,liver_only,TRUE,FALSE,FALSE,1
Fhl1,FHL1,Daneman,liver_only,TRUE,FALSE,TRUE,2
Filip1,FILIP1,Daneman,liver_only,TRUE,FALSE,TRUE,2
Fkbp10,FKBP10,Daneman,lung_only,TRUE,FALSE,FALSE,1
Fkbp1a,FKBP1A,Daneman,lung_only,TRUE,FALSE,TRUE,2
Flna,FLNA,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Flt1,FLT1,Both,liver_only,TRUE,FALSE,TRUE,2
Flt3l,FLT3LG,Munji,NA,TRUE,FALSE,FALSE,1
Mfsd7c,FLVCR2,Munji,NA,TRUE,FALSE,FALSE,1
Fmo1,FMO1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Fmo2,FMO2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Fndc3a,FNDC3A,Daneman,liver_only,TRUE,FALSE,TRUE,2
Fndc4,FNDC4,Munji,NA,TRUE,FALSE,FALSE,1
Fosb,FOSB,Munji,NA,TRUE,FALSE,TRUE,2
Foxc1,FOXC1,Munji,NA,TRUE,FALSE,FALSE,1
Foxf2,FOXF2,Munji,NA,TRUE,FALSE,FALSE,1
Foxl2,FOXL2,Munji,NA,TRUE,FALSE,FALSE,1
Foxn2,FOXN2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Foxo1,FOXO1,Daneman,liver_only,TRUE,FALSE,TRUE,2
Foxo3,FOXO3,Munji,NA,TRUE,FALSE,TRUE,2
Foxq1,FOXQ1,Munji,NA,TRUE,FALSE,FALSE,1
Fpgt,FPGT,Daneman,liver_only,TRUE,FALSE,FALSE,1
Frem2,FREM2,Munji,NA,TRUE,FALSE,FALSE,1
Frmd4b,FRMD4B,Munji,NA,TRUE,TRUE,TRUE,3
Frmd5,FRMD5,Munji,NA,TRUE,FALSE,FALSE,1
Frmd6,FRMD6,Daneman,lung_only,TRUE,FALSE,FALSE,1
Fry,FRY,Munji,NA,TRUE,TRUE,FALSE,2
Fscn1,FSCN1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Fstl1,FSTL1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Fuca1,FUCA1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Fuca2,FUCA2,Munji,NA,TRUE,FALSE,FALSE,1
Fut8,FUT8,Munji,NA,TRUE,FALSE,TRUE,2
Fxyd5,FXYD5,Daneman,liver_only,TRUE,FALSE,TRUE,2
Fyco1,FYCO1,Both,liver_only,TRUE,FALSE,FALSE,1
Fyn,FYN,Daneman,lung_only,TRUE,FALSE,FALSE,1
Fzd4,FZD4,Daneman,liver_only,TRUE,FALSE,TRUE,2
Fzd6,FZD6,Munji,NA,TRUE,FALSE,TRUE,2
Gab1,GAB1,Munji,NA,TRUE,FALSE,FALSE,1
Gabarapl1,GABARAPL1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gadd45g,GADD45G,Daneman,liver_only,TRUE,FALSE,FALSE,1
Galt,GALT,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gart,GART,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gas2l3,GAS2L3,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gas6,GAS6,Daneman,liver_only,TRUE,FALSE,TRUE,2
Gata2,GATA2,Daneman,liver_only,TRUE,FALSE,TRUE,2
Gbe1,GBE1,Munji,NA,TRUE,FALSE,FALSE,1
Gbp2,GBP2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Gbp4,GBP6,Daneman,liver_only,TRUE,FALSE,FALSE,1
Gch1,GCH1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Gcnt2,GCNT2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Gdi2,GDI2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gdpd1,GDPD1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gdpd3,GDPD3,Daneman,liver_only,TRUE,FALSE,FALSE,1
Gdpd5,GDPD5,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gem,GEM,Daneman,lung_only,TRUE,FALSE,TRUE,2
Gga2,GGA2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gimap4,GIMAP4,Daneman,lung_only,TRUE,FALSE,TRUE,2
Gimap8,GIMAP8,Daneman,liver_only,TRUE,FALSE,TRUE,2
Gja1,GJA1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gjb2,GJB2,Munji,NA,TRUE,FALSE,FALSE,1
Glb1,GLB1,Both,lung_only,TRUE,FALSE,FALSE,1
Glcci1,GLCCI1,Both,liver_only,TRUE,FALSE,FALSE,1
Glrx2,GLRX2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gls,GLS,Daneman,liver_only,TRUE,FALSE,FALSE,1
Glt8d1,GLT8D1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Gltscr2,GLTSCR2,Daneman,lung_only,FALSE,FALSE,FALSE,0
Glul,GLUL,Munji,NA,TRUE,FALSE,FALSE,1
Gmfg,GMFG,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gmpr,GMPR,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gmps,GMPS,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gna12,GNA12,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gna13,GNA13,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gnai1,GNAI1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gnb1,GNB1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Gng12,GNG12,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gng7,GNG7,Munji,NA,TRUE,FALSE,FALSE,1
Golga4,GOLGA4,Daneman,liver_only,TRUE,FALSE,FALSE,1
Gorasp2,GORASP2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gpam,GPAM,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gpcpd1,GPCPD1,Munji,NA,TRUE,FALSE,TRUE,2
Gpd2,GPD2,Both,liver_only,TRUE,FALSE,FALSE,1
Gpi1,GPI,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gpm6b,GPM6B,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gpr146,GPR146,Daneman,liver_only,TRUE,FALSE,FALSE,1
Gpr155,GPR155,Daneman,liver_only,TRUE,FALSE,FALSE,1
Gpr160,GPR160,Both,liver_only,TRUE,FALSE,FALSE,1
Gpr4,GPR4,Munji,NA,TRUE,FALSE,FALSE,1
Gpr56,GPR56,Daneman,liver_only,FALSE,FALSE,FALSE,0
Gpr85,GPR85,Munji,NA,TRUE,FALSE,TRUE,2
Gpr97,GPR97,Daneman,lung_only,FALSE,FALSE,FALSE,0
Gprasp1,GPRASP1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Grasp,GRASP,Daneman,liver_only,TRUE,FALSE,TRUE,2
Grb14,GRB14,Daneman,liver_only,TRUE,FALSE,TRUE,2
Grb7,GRB7,Munji,NA,FALSE,FALSE,FALSE,0
Grm3,GRM3,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Grp,GRP,Daneman,lung_only,TRUE,FALSE,FALSE,1
Grtp1,GRTP1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Gse1,GSE1,Munji,NA,TRUE,FALSE,TRUE,2
Gsr,GSR,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Gstm7,GSTM2,Munji,NA,TRUE,FALSE,FALSE,1
Gstm5,GSTM3,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gstm1,GSTM5,Daneman,liver_only,TRUE,FALSE,FALSE,1
Gsto1,GSTO1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gtf2e2,GTF2E2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gtf2h5,GTF2H5,Daneman,lung_only,TRUE,FALSE,FALSE,1
Gucy1a3,GUCY1A3,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Gucy1b3,GUCY1B3,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Gusb,GUSB,Daneman,lung_only,TRUE,FALSE,FALSE,1
H2afv,H2AFV,Daneman,liver_only,TRUE,FALSE,FALSE,1
H2afx,H2AFX,Daneman,lung_only,TRUE,FALSE,FALSE,1
H2afz,H2AFZ,Daneman,lung_only,TRUE,FALSE,FALSE,1
H3f3b,H3F3A,Daneman,liver_only,TRUE,FALSE,FALSE,1
H3f3b,H3F3B,Daneman,liver_only,TRUE,FALSE,FALSE,1
Hadhb,HADHB,Daneman,lung_only,TRUE,FALSE,FALSE,1
Hba-a1,HBA1,Munji,NA,TRUE,FALSE,FALSE,1
Hba-a1,HBA2,Munji,NA,TRUE,FALSE,FALSE,1
Hcn2,HCN2,Munji,NA,TRUE,FALSE,FALSE,1
Hdgfrp3,HDGFRP3,Daneman,liver_only,FALSE,FALSE,FALSE,0
Hdlbp,HDLBP,Daneman,lung_only,TRUE,FALSE,FALSE,1
Heca,HECA,Daneman,liver_only,TRUE,FALSE,FALSE,1
Hells,HELLS,Munji,NA,TRUE,FALSE,FALSE,1
Heph,HEPH,Daneman,lung_only,TRUE,FALSE,FALSE,1
Hexim1,HEXIM1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Hiat1,HIAT1,Munji,NA,FALSE,FALSE,FALSE,0
Higd1a,HIGD1A,Daneman,liver_only,TRUE,FALSE,FALSE,1
Higd1b,HIGD1B,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Hinfp,HINFP,Munji,NA,TRUE,FALSE,FALSE,1
Hip1r,HIP1R,Daneman,liver_only,TRUE,FALSE,FALSE,1
Hist1h1c,HIST1H1C,Daneman,liver_only,TRUE,FALSE,FALSE,1
Hist1h2bc,HIST1H2BI,Daneman,liver_only,TRUE,FALSE,FALSE,1
Hist2h2be,HIST1H2BJ,Both,liver_only,TRUE,FALSE,FALSE,1
H2-T23,HLA-E,Daneman,liver_only,TRUE,FALSE,TRUE,2
Hlf,HLF,Daneman,liver_only,TRUE,FALSE,TRUE,2
Hmgcs2,HMGCS2,Munji,NA,FALSE,FALSE,FALSE,0
Hn1,HN1,Daneman,lung_only,FALSE,FALSE,FALSE,0
Hs1bp3,HS1BP3,Daneman,liver_only,TRUE,FALSE,FALSE,1
Hs3st1,HS3ST1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Hsbp1,HSBP1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Hspa1a,HSPA1A,Daneman,liver_only,TRUE,FALSE,TRUE,2
Hspa1a,HSPA1B,Daneman,liver_only,TRUE,FALSE,TRUE,2
Hspb1,HSPB1,Daneman,liver_only,TRUE,FALSE,TRUE,2
Hspb8,HSPB8,Daneman,liver_only,TRUE,FALSE,TRUE,2
Htatip2,HTATIP2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Htra3,HTRA3,Both,lung_only,TRUE,FALSE,FALSE,1
Id1,ID1,Daneman,liver_only,TRUE,FALSE,TRUE,2
Id2,ID2,Daneman,liver_only,TRUE,FALSE,FALSE,1
